Taxonomy	NbGenomes	Reads
2599293	1	227
1244531	1	227
2558360	1	227
2587865	1	227
242600	1	227
2587852	1	227
1658672	1	226
576611	1	226
56460	1	226
1758689	1	226
1588	1	226
37372	1	226
29430	1	226
66425	1	225
2675219	1	225
2546351	1	225
93378	1	225
2201350	1	225
1704499	1	225
1325564	1	224
63	1	224
1519	1	224
2041	1	224
28197	1	224
1705310	1	224
1677857	1	224
712357	1	224
200991	1	224
153496	1	224
1516059	1	224
1795630	1	224
2662361	1	223
104336	1	223
1548548	1	223
414778	1	223
1137606	1	223
2610902	1	222
571256	1	222
1248727	1	222
1920749	1	222
2686363	1	222
76258	1	222
43990	1	222
1670641	1	222
2042057	1	222
759620	1	221
1069220	1	221
48074	1	221
904291	1	221
317936	1	221
1210884	1	221
1390	1	221
40576	1	221
2234087	1	221
571915	1	221
152682	1	221
152480	1	220
2692425	1	220
88688	1	220
2610896	1	220
391905	1	220
1216932	1	220
1884907	1	220
1879050	1	219
191292	1	219
2173034	1	219
2686094	1	219
1601	1	219
2210	1	219
1766	1	219
47716	1	219
1932360	1	219
2495582	1	219
269673	1	218
28084	1	218
751944	1	218
1470176	1	218
141451	1	218
658629	1	218
1348114	1	218
1581680	1	218
199441	1	218
28894	1	217
1583	1	217
663364	1	217
1799	1	217
1784719	1	217
122355	1	217
1945657	1	217
2500532	1	217
1333996	1	217
1907	1	217
2184053	1	216
55583	1	216
712122	1	216
47850	1	216
1630135	1	216
1960083	1	216
657387	1	216
36813	1	215
194963	1	215
1338	1	215
31958	1	214
1109412	1	214
1072256	1	214
56458	1	214
2603292	1	214
33936	1	214
2303332	1	214
120107	1	213
2600320	1	213
1028416	1	213
38301	1	213
29447	1	213
2496265	1	213
2045452	1	213
359	1	213
2579977	1	213
1389713	1	213
262209	1	213
109328	1	212
29385	1	212
1241979	1	212
1548	1	212
33905	1	212
2582905	1	212
1775	1	212
588	1	212
1523415	1	212
1914461	1	211
2358187	1	211
92401	1	211
37482	1	211
1402861	1	211
2202827	1	210
2382163	1	210
2493672	1	210
2602067	1	209
1632865	1	209
2049881	1	209
2601677	1	209
1061	1	209
2070347	1	209
1503054	1	209
86106	1	209
2058625	1	209
1134687	1	209
2047966	1	208
577	1	208
1324350	1	208
563	1	208
1402135	1	208
351679	1	208
60481	1	208
111781	1	208
481146	1	208
1678128	1	208
298596	1	208
1112	1	207
81479	1	207
877455	1	207
119858	1	207
28198	1	207
240521	1	207
44577	1	207
1930275	1	207
157779	1	207
1658671	1	206
1911587	1	206
1444770	1	206
79883	1	206
1852377	1	206
827	1	206
1904441	1	205
2419842	1	205
2052837	1	205
715	1	205
1670800	1	205
1763535	1	205
1886	1	205
363835	1	205
2162	1	205
139021	1	204
222136	1	204
106648	1	204
1488	1	204
308754	1	204
160808	1	204
182337	1	204
1341	1	204
1653831	1	203
402297	1	203
2607663	1	203
1850250	1	203
1749	1	203
456327	1	203
1396826	1	203
246432	1	203
47960	1	203
244734	1	203
1188319	1	203
693444	1	202
80852	1	202
1941349	1	202
375175	1	202
2202826	1	202
2004647	1	202
1437453	1	202
1808979	1	202
582419	1	202
1330330	1	202
69539	1	201
76832	1	201
241244	1	201
2020486	1	201
930806	1	201
2704467	1	201
1307763	1	201
645517	1	201
2597659	1	201
243899	1	200
2560010	1	200
2136401	1	200
200	1	200
342950	1	200
1357915	1	200
1589	1	200
2003370	1	200
72361	1	200
399497	1	200
